code,title
C10AA07,ROSUVASTATIN
L03AB05,INTERFERON ALFA-2B
J07A,BACTERIAL VACCINES
J07AG,HEMOPHILUS INFLUENZAE B VACCINES
J07AG01,"HEMOPHILUS INFLUENZAE B, PURIFIED ANTIGEN CONJUGATED"
J01DD04,CEFTRIAXONE
G03HA,"ANTIANDROGENS, PLAIN"
G03HA01,CYPROTERONE
C05AE,MUSCLE RELAXANTS
N02CA,ERGOT ALKALOIDS
N02CA72,"ERGOTAMINE, COMBINATIONS WITH PSYCHOLEPTICS"
L01XC14,TRASTUZUMAB EMTANSINE
B02BD07,COAGULATION FACTOR XIII
J02AC01,FLUCONAZOLE
D01AE02,METHYLROSANILINE
N03AA02,PHENOBARBITAL
G04BX,OTHER UROLOGICALS
G04BX13,DIMETHYL SULFOXIDE
L01XC16,DINUTUXIMAB
H05A,PARATHYROID HORMONES AND ANALOGUES
H05AA,PARATHYROID HORMONES AND ANALOGUES
H05AA02,TERIPARATIDE
R03BA01,BECLOMETASONE
B01AC30,COMBINATIONS
D11AX16,EFLORNITHINE
D05B,ANTIPSORIATICS FOR SYSTEMIC USE
D05BB,RETINOIDS FOR TREATMENT OF PSORIASIS
D05BB02,ACITRETIN
A02BC04,RABEPRAZOLE
L01XX35,ANAGRELIDE
D01AC20,COMBINATIONS
L02BG03,ANASTROZOLE
L01XE16,CRIZOTINIB
C09BA02,ENALAPRIL AND DIURETICS
J07BK,VARICELLA ZOSTER VACCINES
J07BK01,"VARICELLA, LIVE ATTENUATED"
J01E,SULFONAMIDES AND TRIMETHOPRIM
J01EE,"COMBINATIONS OF SULFONAMIDES AND TRIMETHOPRIM, INCL. DERIVATIVES"
J01EE01,SULFAMETHOXAZOLE AND TRIMETHOPRIM
A16AX06,MIGLUSTAT
M04AC,PREPARATIONS WITH NO EFFECT ON URIC ACID METABOLISM
M04AC01,COLCHICINE
G03FA04,PROGESTERONE AND ESTROGEN
N04BC09,ROTIGOTINE
S01EB05,PHYSOSTIGMINE
R03BC,"ANTIALLERGIC AGENTS, EXCL. CORTICOSTEROIDS"
R03BC01,CROMOGLICIC ACID
R01AC01,CROMOGLICIC ACID
N05AL,BENZAMIDES
N05AL01,SULPIRIDE
P03AX,"OTHER ECTOPARASITICIDES, INCL. SCABICIDES"
L01AA,NITROGEN MUSTARD ANALOGUES
L01AA01,CYCLOPHOSPHAMIDE
N04BA02,LEVODOPA AND DECARBOXYLASE INHIBITOR
J07BM,PAPILLOMAVIRUS VACCINES
J07BM01,"PAPILLOMAVIRUS (HUMAN TYPES 6, 11, 16, 18)"
C09CA02,EPROSARTAN
D04AB01,LIDOCAINE
P03AB,CHLORINE CONTAINING PRODUCTS
P03AB02,LINDANE
H03AA02,LIOTHYRONINE SODIUM
N05AN,LITHIUM
N05AN01,LITHIUM
A07DA,ANTIPROPULSIVES
A07DA03,LOPERAMIDE
S01FA04,CYCLOPENTOLATE
N05AL05,AMISULPRIDE
D08AX,OTHER ANTISEPTICS AND DISINFECTANTS
D08AX08,ETHANOL
N05BA06,LORAZEPAM
H02AB13,DEFLAZACORT
L01XX25,BEXAROTENE
S03C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION
S03CA,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION
G03AC02,LYNESTRENOL
C07AA12,NADOLOL
L04AC03,ANAKINRA
A12CC,MAGNESIUM
A12CC02,MAGNESIUM SULFATE
B05BC,SOLUTIONS PRODUCING OSMOTIC DIURESIS
B05BC01,MANNITOL
G03GA09,CORIFOLLITROPIN ALFA
L04AC02,BASILIXIMAB
N06AA21,MAPROTILINE
J07BD52,"MEASLES, COMBINATIONS WITH MUMPS AND RUBELLA, LIVE ATTENUATED"
P02CA01,MEBENDAZOLE
C07F,BETA BLOCKING AGENTS AND OTHER ANTIHYPERTENSIVES
C07FB,"BETA BLOCKING AGENTS, SELECTIVE, AND OTHER ANTIHYPERTENSIVES"
C07FB07,BISOPROLOL AND OTHER ANTIHYPERTENSIVES
G03XA,ANTIGONADOTROPINS AND SIMILAR AGENTS
G03XA01,DANAZOL
M03AC09,ROCURONIUM BROMIDE
N06AA01,DESIPRAMINE
L01XC32,ATEZOLIZUMAB
A10BH02,VILDAGLIPTIN
C01CA04,DOPAMINE
S01ED,BETA BLOCKING AGENTS
S01ED51,"TIMOLOL, COMBINATIONS"
J01A,TETRACYCLINES
J01AA,TETRACYCLINES
J01AA02,DOXYCYCLINE
G03DB,PREGNADIEN DERIVATIVES
G03DB01,DYDROGESTERONE
C09AA02,ENALAPRIL
V09,DIAGNOSTIC RADIOPHARMACEUTICALS
V09F,THYROID
V09FX,VARIOUS THYROID DIAGNOSTIC RADIOPHARMACEUTICALS
V09FX03,SODIUM IODIDE (SUP131/SUPI)
S01AA17,ERYTHROMYCIN
J01FA01,ERYTHROMYCIN
B01AE03,ARGATROBAN
B02BB,FIBRINOGEN
B02BB01,"FIBRINOGEN, HUMAN"
L03AA02,FILGRASTIM
G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY
G04CB,TESTOSTERONE-5-ALPHA REDUCTASE INHIBITORS
G04CB01,FINASTERIDE
L01BB,PURINE ANALOGUES
L01BB05,FLUDARABINE
H02AA,MINERALOCORTICOIDS
H02AA02,FLUDROCORTISONE
V03AB25,FLUMAZENIL
S01BA06,BETAMETHASONE
N06AX12,BUPROPION
A10BB02,CHLORPROPAMIDE
A03C,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS
A03CA,SYNTHETIC ANTICHOLINERGIC AGENTS IN COMBINATION WITH PSYCHOLEPTICS
A03CA02,CLIDINIUM AND PSYCHOLEPTICS
C03AA,"THIAZIDES, PLAIN"
C03AA03,HYDROCHLOROTHIAZIDE
S01BA02,HYDROCORTISONE
J01XX05,METHENAMINE
P01BA,AMINOQUINOLINES
P01BA02,HYDROXYCHLOROQUINE
C05BA,HEPARINS OR HEPARINOIDS FOR TOPICAL USE
C05BA04,PENTOSAN POLYSULFATE SODIUM
V09I,TUMOUR DETECTION
V09IX,OTHER DIAGNOSTIC RADIOPHARMACEUTICALS FOR TUMOUR DETECTION
L01XX05,HYDROXYCARBAMIDE
V09IX04,FLUDEOXYGLUCOSE (SUP18/SUPF)
L04AX06,POMALIDOMIDE
M02AA15,DICLOFENAC
L01AA06,IFOSFAMIDE
B05XA31,ELECTROLYTES IN COMBINATION WITH OTHER DRUGS
M01CC,PENICILLAMINE AND SIMILAR AGENTS
M01CC01,PENICILLAMINE
A10AB30,COMBINATIONS
A10AE,"INSULINS AND ANALOGUES FOR INJECTION, LONG-ACTING"
A10AE01,INSULIN (HUMAN)
G01AC,QUINOLINE DERIVATIVES
G01AC01,DIIODOHYDROXYQUINOLINE
N05AB06,TRIFLUOPERAZINE
G04CB02,DUTASTERIDE
H02AB06,PREDNISOLONE
J01AA12,TIGECYCLINE
J04AC01,ISONIAZID
V03AF,DETOXIFYING AGENTS FOR ANTINEOPLASTIC TREATMENT
V03AF01,MESNA
r,RESPIRATORY SYSTEM
r03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
r03c,ADRENERGICS FOR SYSTEMIC USE
r03cb,NON-SELECTIVE BETA-ADRENORECEPTOR AGONISTS
r03cb03,ORCIPRENALINE
v,VARIOUS
v03,ALL OTHER THERAPEUTIC PRODUCTS
v03a,ALL OTHER THERAPEUTIC PRODUCTS
v03ab,ANTIDOTES
v03ab01,IPECACUANHA
N05AG,DIPHENYLBUTYLPIPERIDINE DERIVATIVES
N05AG02,PIMOZIDE
L01XC04,ALEMTUZUMAB
V10,THERAPEUTIC RADIOPHARMACEUTICALS
V10X,OTHER THERAPEUTIC RADIOPHARMACEUTICALS
V10XA,IODINE (131I) COMPOUNDS
V10XA02,IOBENGUANE (SUP131/SUPI)
V09IX02,IOBENGUANE (SUP131/SUPI)
V09B,SKELETON
V09BA,TECHNETIUM (99MTC) COMPOUNDS
V09BA02,TECHNETIUM (SUP99M/SUPTC) MEDRONIC ACID
V09H,INFLAMMATION AND INFECTION DETECTION
V09HX,OTHER DIAGNOSTIC RADIOPHARMACEUTICALS FOR INFLAMMATION AND INFECTION DETECTION
V09HX01,GALLIUM (SUP67/SUPGA) CITRATE
V09D,HEPATIC AND RETICULO ENDOTHELIAL SYSTEM
V09DB,"TECHNETIUM (99MTC), PARTICLES AND COLLOIDS"
V09DB05,TECHNETIUM (SUP99M/SUPTC) SULFUR COLLOID
M03BX01,BACLOFEN
V08B,"X-RAY CONTRAST MEDIA, NON-IODINATED"
V08BA,BARIUM SULFATE CONTAINING X-RAY CONTRAST MEDIA
V08BA02,BARIUM SULFATE WITHOUT SUSPENDING AGENTS
J07AN,TUBERCULOSIS VACCINES
A03CB,BELLADONNA AND DERIVATIVES IN COMBINATION WITH PSYCHOLEPTICS
A03CB02,BELLADONNA TOTAL ALKALOIDS AND PSYCHOLEPTICS
A01AD,OTHER AGENTS FOR LOCAL ORAL TREATMENT
A01AD02,BENZYDAMINE
C07AB07,BISOPROLOL
V09C,RENAL SYSTEM
V09CA,TECHNETIUM (99MTC) COMPOUNDS
V09CA01,TECHNETIUM (SUP99M/SUPTC) PENTETIC ACID
V09A,CENTRAL NERVOUS SYSTEM
V09AA,TECHNETIUM (99MTC) COMPOUNDS
V09AA02,TECHNETIUM (SUP99M/SUPTC) BICISATE
V10A,ANTIINFLAMMATORY AGENTS
V10AX,OTHER ANTIINFLAMMATORY THERAPEUTIC RADIOPHARMACEUTICALS
V10AX01,PHOSPHOROUS (SUP32/SUPP) CHROMICPHOSPHATE COLLOID
S01AA10,NATAMYCIN
V10B,PAIN PALLIATION (BONE SEEKING AGENTS)
V10BX,VARIOUS PAIN PALLIATION RADIOPHARMACEUTICALS
V10BX02,SAMARIUM (SUP153/SUPSM) LEXIDRONAM
V10AX05,RHENIUM (SUP186/SUPRE) SULFIDE COLLOID
V10XX,VARIOUS THERAPEUTIC RADIOPHARMACEUTICALS
V10XX01,SODIUM PHOSPHATE (SUP32/SUPP)
V10BX03,RHENIUM (SUP186/SUPRE) ETIDRONIC ACID
L04AA37,BARICITINIB
N07AB,CHOLINE ESTERS
N07AB02,BETHANECHOL
A10BD15,METFORMIN AND DAPAGLIFLOZIN
N04AA02,BIPERIDEN
H03B,ANTITHYROID PREPARATIONS
H03BB,SULFUR-CONTAINING IMIDAZOLE DERIVATIVES
H03BB02,THIAMAZOLE
M03BA,CARBAMIC ACID ESTERS
M03BA03,METHOCARBAMOL
R03AK09,FORMOTEROL AND MOMETASONE
M02AC,PREPARATIONS WITH SALICYLIC ACID DERIVATIVES
C02A,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING"
C02AB,METHYLDOPA
C02AB02,METHYLDOPA (RACEMIC)
G02AB01,METHYLERGOMETRINE
C01DA08,ISOSORBIDE DINITRATE
C04AA,2-AMINO-1-PHENYLETHANOL DERIVATIVES
C04AA01,ISOXSUPRINE
J02AC02,ITRACONAZOLE
N01AX03,KETAMINE
J02AB,IMIDAZOLE DERIVATIVES
J02AB02,KETOCONAZOLE
V09FX01,TECHNETIUM (SUP99M/SUPTC) PERTECHNETATE
V09E,RESPIRATORY SYSTEM
V09EB,"TECHNETIUM (99MTC), PARTICLES FOR INJECTION"
V09EB01,TECHNETIUM (SUP99M/SUPTC) MACROSALB
V09DA,TECHNETIUM (99MTC) COMPOUNDS
V09DA04,TECHNETIUM (SUP99M/SUPTC) MEBROFENIN
V09DB07,TECHNETIUM (SUP99M/SUPTC) PHYTATE
J05AF05,LAMIVUDINE
N03AX09,LAMOTRIGINE
P01BE,"ARTEMISININ AND DERIVATIVES, PLAIN"
P01BE03,ARTESUNATE
V10AA,YTTRIUM (90Y) COMPOUNDS
V10AA01,YTTRIUM (SUP90/SUPY) CITRATE COLLOID
V03AF03,CALCIUM FOLINATE
G03DA02,MEDROXYPROGESTERONE
M01AG,FENAMATES
M01AG01,MEFENAMIC ACID
N06AX22,AGOMELATINE
N05AE05,LURASIDONE
G04BD12,MIRABEGRON
L02AB,PROGESTOGENS
L02AB01,MEGESTROL
R03DC01,ZAFIRLUKAST
B03BA03,HYDROXOCOBALAMIN
A12CB,ZINC
A12CB01,ZINC SULFATE
V07,ALL OTHER NON-THERAPEUTIC PRODUCTS
J05AR10,LOPINAVIR AND RITONAVIR
V09G,CARDIOVASCULAR SYSTEM
V09GA,TECHNETIUM (99MTC) COMPOUNDS
V09GA01,TECHNETIUM (SUP99M/SUPTC) SESTAMIBI
V09CA02,TECHNETIUM (SUP99M/SUPTC) SUCCIMER
R06AD,PHENOTHIAZINE DERIVATIVES
R06AD02,PROMETHAZINE
C08D,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS
C08DA,PHENYLALKYLAMINE DERIVATIVES
C08DA01,VERAPAMIL
A11CA,"VITAMIN A, PLAIN"
A11CA01,RETINOL (VIT A)
S01XA02,RETINOL
A11CB,VITAMIN A AND D IN COMBINATION
A11E,"VITAMIN B-COMPLEX, INCL. COMBINATIONS"
A11EA,"VITAMIN B-COMPLEX, PLAIN"
B03BA,VITAMIN B12 (CYANOCOBALAMIN AND ANALOGUES)
B03BA01,CYANOCOBALAMIN
A11H,OTHER PLAIN VITAMIN PREPARATIONS
A11HA,OTHER PLAIN VITAMIN PREPARATIONS
A11HA02,PYRIDOXINE (VIT B6)
A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS"
A11GA,"ASCORBIC ACID (VITAMIN C), PLAIN"
A11GA01,ASCORBIC ACID (VIT C)
J01MB,OTHER QUINOLONES
J01MB02,NALIDIXIC ACID
V03AB15,NALOXONE
A14,ANABOLIC AGENTS FOR SYSTEMIC USE
A14A,ANABOLIC STEROIDS
A14AB,ESTREN DERIVATIVES
A14AB01,NANDROLONE
N06AA10,NORTRIPTYLINE
A03AA03,CAMYLOFIN
D01AA01,NYSTATIN
G01AA,ANTIBIOTICS
G01AA01,NYSTATIN
D07CB,"CORTICOSTEROIDS, MODERATELY POTENT, COMBINATIONS WITH ANTIBIOTICS"
D07CB01,TRIAMCINOLONE AND ANTIBIOTICS
J01XX04,SPECTINOMYCIN
V09HA,TECHNETIUM (99MTC) COMPOUNDS
V09GA06,TECHNETIUM (SUP99M/SUPTC) STANNOUS AGENT LABELLED CELLS
V09IA,TECHNETIUM (99MTC) COMPOUNDS
V09IA03,TECHNETIUM (SUP99M/SUPTC) PENTAVALENT SUCCIMER
V09BA03,TECHNETIUM (SUP99M/SUPTC) PYROPHOSPHATE
N06AA17,AMOXAPINE
B06,OTHER HEMATOLOGICAL AGENTS
B06A,OTHER HEMATOLOGICAL AGENTS
B06AC,DRUGS USED IN HEREDITARY ANGIOEDEMA
B06AC01,"C1-INHIBITOR, PLASMA DERIVED"
N03AX18,LACOSAMIDE
N05AE03,SERTINDOLE
A14AA,ANDROSTAN DERIVATIVES
A14AA08,OXANDROLONE
G04BD04,OXYBUTYNIN
A14AA05,OXYMETHOLONE
H01BB,OXYTOCIN AND ANALOGUES
H01BB02,OXYTOCIN
A09AA02,"MULTIENZYMES (LIPASE, PROTEASE ETC.)"
M03AC01,PANCURONIUM
J01CE,BETA-LACTAMASE SENSITIVE PENICILLINS
J01CE01,BENZYLPENICILLIN
N02AD,BENZOMORPHAN DERIVATIVES
N02AD01,PENTAZOCINE
C04AD,PURINE DERIVATIVES
C04AD03,PENTOXIFYLLINE
N05AB03,PERPHENAZINE
A06AB58,"SODIUM PICOSULFATE, COMBINATIONS"
G04BX06,PHENAZOPYRIDINE
J07AH04,"MENINGOCOCCUS A,C,Y,W-135, TETRAVALENT PURIFIED POLYSACCHARIDES ANTIGEN"
S02C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION
S02CA,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION
S02CA03,HYDROCORTISONE AND ANTIINFECTIVES
R01AA,"SYMPATHOMIMETICS, PLAIN"
R01AA04,PHENYLEPHRINE
D03,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS
A12CX,OTHER MINERAL PRODUCTS
S01EB01,PILOCARPINE
P02CB,PIPERAZINE AND DERIVATIVES
P02CB01,PIPERAZINE
N06BX,OTHER PSYCHOSTIMULANTS AND NOOTROPICS
N06BX03,PIRACETAM
J07BL,YELLOW FEVER VACCINES
J07BL01,"YELLOW FEVER, LIVE ATTENUATED"
A01AC,CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT
A01AC01,TRIAMCINOLONE
V09X,OTHER DIAGNOSTIC RADIOPHARMACEUTICALS
G02AD,PROSTAGLANDINS
G02AD06,MISOPROSTOL
P01BF,"ARTEMISININ AND DERIVATIVES, COMBINATIONS"
P01BF01,ARTEMETHER AND LUMEFANTRINE
G04BX14,DAPOXETINE
A16AX03,SODIUM PHENYLBUTYRATE
A06AD15,MACROGOL
D02AA,SILICONE PRODUCTS
B05AX03,BLOOD PLASMA
N01BA,ESTERS OF AMINOBENZOIC ACID
N01BA01,METABUTETHAMINE
A03FA03,DOMPERIDONE
N03AX17,STIRIPENTOL
G03CX,OTHER ESTROGENS
G03CX01,TIBOLONE
C01EB15,TRIMETAZIDINE
N03AX15,ZONISAMIDE
A06AX03,LUBIPROSTONE
S01EE05,TAFLUPROST
J07BF01,"POLIOMYELITIS ORAL, MONOVALENT, LIVE ATTENUATED"
N07BA,DRUGS USED IN NICOTINE DEPENDENCE
N07BA01,NICOTINE
N05CC,ALDEHYDES AND DERIVATIVES
N05CC01,CHLORAL HYDRATE
R07AX,OTHER RESPIRATORY SYSTEM PRODUCTS
R07AX30,"ELBASVIR AND  IVACAFTOR AND LUMACAFTOR "
C10B,"LIPID MODIFYING AGENTS, COMBINATIONS"
C10BX,"HMG COA REDUCTASE INHIBITORS, OTHER COMBINATIONS"
C10BX03,ATORVASTATIN AND AMLODIPINE
C02C,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING"
C02CA,ALPHA-ADRENORECEPTOR ANTAGONISTS
C02CA01,PRAZOSIN
A10AE06,INSULIN DEGLUDEC
A10AD06,INSULIN DEGLUDEC AND INSULIN ASPART
J05AX68,ELBASVIR AND GRAZOPREVIR
R03AK07,FORMOTEROL AND BUDESONIDE
A04AD,OTHER ANTIEMETICS
A04AD12,APREPITANT
M09,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM
M09A,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM
M09AX,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM
S01LA04,RANIBIZUMAB
N06BA02,DEXAMFETAMINE
J01MA02,CIPROFLOXACIN
S01BC05,KETOROLAC
N06BC,XANTHINE DERIVATIVES
N06BC01,CAFFEINE
L04AA10,SIROLIMUS
R01BA51,"PHENYLPROPANOLAMINE, COMBINATIONS"
R01AD01,BECLOMETASONE
G04CA53,TAMSULOSIN AND SOLIFENACIN
C01BA01,QUINIDINE
J02AA,ANTIBIOTICS
J02AA01,AMPHOTERICIN B
J05AF08,ADEFOVIR DIPIVOXIL
L01XC10,OFATUMUMAB
A12CD51,"FLUORIDE, COMBINATIONS"
R06AE05,MECLOZINE
S01EX,OTHER ANTIGLAUCOMA PREPARATIONS
R06AA02,DIPHENHYDRAMINE
B05AX,OTHER BLOOD PRODUCTS
S01GA,SYMPATHOMIMETICS USED AS DECONGESTANTS
S01GA04,OXYMETAZOLINE
N01AX13,NITROUS OXIDE
V04,DIAGNOSTIC AGENTS
V04C,OTHER DIAGNOSTIC AGENTS
V04CX,OTHER DIAGNOSTIC AGENTS
C01EB16,IBUPROFEN
L01XE05,SORAFENIB
A11HA05,BIOTIN
A07AA06,PAROMOMYCIN
D08AG,IODINE PRODUCTS
D08AG02,POVIDONE-IODINE
D03A,CICATRIZANTS
D03AX,OTHER CICATRIZANTS
D03AX03,DEXPANTHENOL
m,MUSCULO-SKELETAL SYSTEM
m03,MUSCLE RELAXANTS
m03a,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS"
m03ac,OTHER QUATERNARY AMMONIUM COMPOUNDS
m03ac10,MIVACURIUM CHLORIDE
C01A,CARDIAC GLYCOSIDES
C01AA,DIGITALIS GLYCOSIDES
C01AA05,DIGOXIN
D06BB10,IMIQUIMOD
J05AB06,GANCICLOVIR
R05CA10,COMBINATIONS
A12A,CALCIUM
A12AA,CALCIUM
A12AA03,CALCIUM GLUCONATE
L01AA03,MELPHALAN
B02BA,VITAMIN K
B02BA01,PHYTOMENADIONE
R06AA04,CLEMASTINE
B05XA01,POTASSIUM CHLORIDE
A06AB08,SODIUM PICOSULFATE
L01XX08,PENTOSTATIN
V08CB,SUPERPARAMAGNETIC CONTRAST MEDIA
L01CA05,VINFLUNINE
D11AX12,PYRITHIONE ZINC
B01AC17,TIROFIBAN
p,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS"
p01,ANTIPROTOZOALS
p01b,ANTIMALARIALS
p01bc,METHANOLQUINOLINES
p01bc02,MEFLOQUINE
J04AB04,RIFABUTIN
J05AE03,RITONAVIR
B05AX01,ERYTHROCYTES
B05AX02,THROMBOCYTES
V09GX,OTHER CARDIOVASCULAR SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS
V09GX01,THALLIUM (SUP201/SUPTL) CHLORIDE
G01AX11,POVIDONE-IODINE
N01BB54,"PRILOCAINE, COMBINATIONS"
P01BA03,PRIMAQUINE
L01XB,METHYLHYDRAZINES
L01XB01,PROCARBAZINE
J05AR06,"EMTRICITABINE, TENOFOVIR DISOPROXIL AND EFAVIRENZ"
J05AX08,RALTEGRAVIR
A03AB,"SYNTHETIC ANTICHOLINERGICS, QUATERNARY AMMONIUM COMPOUNDS"
A03AB05,PROPANTHELINE
H03BA,THIOURACILS
H03BA02,PROPYLTHIOURACIL
C09CA07,TELMISARTAN
B03AA02,FERROUS FUMARATE
D06AX01,FUSIDIC ACID
J04AK02,ETHAMBUTOL
G03CA01,ETHINYLESTRADIOL
L02AA,ESTROGENS
L02AA03,ETHINYLESTRADIOL
L01XX27,ARSENIC TRIOXIDE
N02BA,SALICYLIC ACID AND DERIVATIVES
N02BA01,ACETYLSALICYLIC ACID
N02BA71,"ACETYLSALICYLIC ACID, COMBINATIONS WITH PSYCHOLEPTICS"
A10BH05,LINAGLIPTIN
G03AA16,DIENOGEST AND ETHINYLESTRADIOL
B01AC24,TICAGRELOR
L01x,OTHER ANTINEOPLASTIC AGENTS
L01xx,OTHER ANTINEOPLASTIC AGENTS
L01xx19,IRINOTECAN
G04BE02,PAPAVERINE
G02CB01,BROMOCRIPTINE
N02AE,ORIPAVINE DERIVATIVES
N02AE01,BUPRENORPHINE
A02AH,ANTACIDS WITH SODIUM BICARBONATE
D03AA,COD-LIVER OIL OINTMENTS
A11CC04,CALCITRIOL
C05B,ANTIVARICOSE THERAPY
C05BX,OTHER SCLEROSING AGENTS
C05BX01,CALCIUM DOBESILATE
S01AA01,CHLORAMPHENICOL
N07BB03,ACAMPROSATE
J01B,AMPHENICOLS
J01BA,AMPHENICOLS
J01BA01,CHLORAMPHENICOL
N05BA02,CHLORDIAZEPOXIDE
S01FA05,HOMATROPINE
P01BA01,CHLOROQUINE
J04BA01,CLOFAZIMINE
N05AA,PHENOTHIAZINES WITH ALIPHATIC SIDE-CHAIN
N05AA01,CHLORPROMAZINE
A16AA05,CARGLUMIC ACID
H01BA01,VASOPRESSIN
R01AA08,NAPHAZOLINE
S01GA01,NAPHAZOLINE
J05AE,PROTEASE INHIBITORS
J05AE04,NELFINAVIR
P02D,ANTICESTODALS
P02DA,SALICYLIC ACID DERIVATIVES
P02DA01,NICLOSAMIDE
C10AD,NICOTINIC ACID AND DERIVATIVES
C10AD02,NICOTINIC ACID
N05CD02,NITRAZEPAM
D09AA03,NITROFURAL
J01CR01,AMPICILLIN AND ENZYME INHIBITOR
L01XX43,VISMODEGIB
M02AA07,PIROXICAM
C09b,"ACE INHIBITORS, COMBINATIONS"
C09ba,ACE INHIBITORS AND DIURETICS
C09ba03,LISINOPRIL AND DIURETICS
L03AB03,INTERFERON GAMMA
V08CA09,GADOBUTROL
G04CA,ALPHA-ADRENORECEPTOR ANTAGONISTS
G04CA02,TAMSULOSIN
J05AR,"ANTIVIRALS FOR TREATMENT OF HIV INFECTIONS, COMBINATIONS"
J05AR01,ZIDOVUDINE AND LAMIVUDINE
J04AD,THIOCARBAMIDE DERIVATIVES
J04AD01,PROTIONAMIDE
A06AD65,"MACROGOL, COMBINATIONS"
J04AK05,BEDAQUILINE
B01AC16,EPTIFIBATIDE
J05AX12,DOLUTEGRAVIR
J05AF06,ABACAVIR
P01BC,METHANOLQUINOLINES
P01BC01,QUININE
S01GX09,OLOPATADINE
A12AA04,CALCIUM CARBONATE
J01GB06,AMIKACIN
R03DA,XANTHINES
R03DA05,AMINOPHYLLINE
P01BD51,"PYRIMETHAMINE, COMBINATIONS"
N06AA09,AMITRIPTYLINE
A10AE04,INSULIN GLARGINE
J01CA01,AMPICILLIN
A11HA31,CALCIUM PANTOTHENATE
C09AA01,CAPTOPRIL
V03AB35,SUGAMMADEX
J01DD01,CEFOTAXIME
J01DD02,CEFTAZIDIME
J01DD07,CEFTIZOXIME
L01XX32,BORTEZOMIB
J05AB14,VALGANCICLOVIR
A16AB,ENZYMES
A16AB02,IMIGLUCERASE
L01CA02,VINCRISTINE
N01AF,"BARBITURATES, PLAIN"
N01AF03,THIOPENTAL
J07BC02,"HEPATITIS A, INACTIVATED, WHOLE VIRUS"
G04CA03,TERAZOSIN
J01CF,BETA-LACTAMASE RESISTANT PENICILLINS
J01CF02,CLOXACILLIN
B01AC21,TREPROSTINIL
L01BC06,CAPECITABINE
L01XC41,TRASTUZUMAB DERUXTECAN
J07AH,MENINGOCOCCAL VACCINES
J07AH05,OTHER MENINGOCOCCAL POLYVALENT PURIFIED POLYSACCHARIDES ANTIGEN
N06AA05,OPIPRAMOL
S01GA51,"NAPHAZOLINE, COMBINATIONS"
S01AD,ANTIVIRALS
S01AD02,TRIFLURIDINE
S01F,MYDRIATICS AND CYCLOPLEGICS
S01FA,ANTICHOLINERGICS
S01FA01,ATROPINE
S01ED01,TIMOLOL
S03B,CORTICOSTEROIDS
S03BA,CORTICOSTEROIDS
S03BA01,DEXAMETHASONE
S01XA03,"SODIUM CHLORIDE, HYPERTONIC"
S01AE03,CIPROFLOXACIN
S01AD01,IDOXURIDINE
S01AA09,TETRACYCLINE
S01ED02,BETAXOLOL
S01AD03,ACICLOVIR
S01FA06,TROPICAMIDE
S01BA04,PREDNISOLONE
S01GA55,"PHENYLEPHRINE, COMBINATIONS"
N04BC07,APOMORPHINE
d,DERMATOLOGICALS
d06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE
d06b,CHEMOTHERAPEUTICS FOR TOPICAL USE
d06ba,SULFONAMIDES
d06ba03,MAFENIDE
G01AE,SULFONAMIDES
G01AE10,COMBINATIONS OF SULFONAMIDES
H02AB02,DEXAMETHASONE
S02,OTOLOGICALS
S02A,ANTIINFECTIVES
S02AA,ANTIINFECTIVES
S02AA11,POLYMYXIN B
B06AA,ENZYMES
B06AA02,FIBRINOLYSIN AND DESOXYRIBONUCLEASE
L01XX02,ASPARAGINASE
C09CA04,IRBESARTAN
R03DA54,"THEOPHYLLINE, COMBINATIONS EXCL. PSYCHOLEPTICS"
A10BD07,METFORMIN AND SITAGLIPTIN
L01XE08,NILOTINIB
H01AC03,MECASERMIN
J01CF06,NAFCILLIN
d04,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC."
d04a,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC."
d04ab,ANESTHETICS FOR TOPICAL USE
d04ab01,LIDOCAINE
